key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
184,3,243116,0,"syrup simular",0,"syrup simulars",0,0,1,0,0,"Syrup Simular","Damage Dealt +30%
Physical Vulnerability -30%
3% chance to inflict <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Paralysis<UIGlow>01</UIGlow><UIForeground>01</UIForeground> on self upon suffering damage.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30s
[Suitable for vilekin.]",""
185,3,243117,0,"cream cheese simular",0,"cream cheese simulars",0,0,1,0,0,"Cream Cheese Simular","Maximum HP +50%
Damage Taken -20%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Restores 26% of HP upon consumption
50% chance to grant one stack of <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Haste<UIGlow>01</UIGlow><UIForeground>01</UIForeground> upon suffering damage.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Haste Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Reduces weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay by 3%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 60s
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Maximum Stacks:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 5
[Suitable for seedkin.]",""
186,3,243118,0,"red egg simular",0,"red egg simulars",0,0,1,0,0,"Red Egg Simular","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Haste<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +15%
Damage Dealt +30%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Inflicts damage over time on self
[Suitable for beastkin, vilekin, cloudkin, wavekin, and scalekin.]",""
187,3,243119,0,"toast simular",0,"toast simulars",0,0,1,0,0,"Toast Simular","Magic Vulnerability -30%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, and ashkin.]",""
188,3,243120,0,"cornbread simular",0,"cornbread simulars",0,0,1,0,0,"Cornbread Simular","Magic Vulnerability -40%
<UIForeground>02</UIForeground><UIGlow>11</UIGlow>Aetheric Burst<UIForeground>01</UIForeground><UIGlow>01</UIGlow> Potency +10%
Maximum HP +15%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Restores 10% of HP upon consumption
[Suitable for vilekin.]",""
189,3,243121,0,"mandrake simular",0,"mandrake simulars",0,0,1,0,0,"Mandrake Simular","Physical Damage Dealt +40%
Inflicts <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Blind<UIGlow>01</UIGlow><UIForeground>01</UIForeground> on self upon landing a critical hit.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30s
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, soulkin, and ashkin.]",""
190,3,243122,0,"tarantula simular",0,"tarantula simulars",0,0,1,0,0,"Tarantula Simular","Critical Hit Rate +25%
Grants one stack of <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Damage Up<UIGlow>01</UIGlow><UIForeground>01</UIForeground> upon landing a critical hit.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Damage Up Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Increases damage dealt by 10%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 60s
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Maximum Stacks:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 5
[Suitable for soulkin.]",""
191,3,243123,0,"belladonna simular",0,"belladonna simulars",0,0,1,0,0,"Belladonna Simular","Damage Taken -30%
Maximum HP +30%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Restores 18% of HP upon consumption
3% chance to inflict <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Petrification<UIGlow>01</UIGlow><UIForeground>01</UIForeground> on self upon suffering damage.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 30s
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, soulkin, and ashkin.]",""
192,3,243124,0,"steak simular",0,"steak simulars",0,0,1,0,0,"Steak Simular","Delivers blunt physical damage with a potency of 350 each time your familiar suffers physical damage.
Counter damage is affected by physical damage increase effects of other feed and crucible items, and your familiar's strength.
[Suitable for beastkin, vilekin, cloudkin, scalekin, and ashkin.]",""
193,3,243125,0,"roe simular",0,"roe simulars",0,0,1,0,0,"Roe Simular","<UIForeground>02</UIForeground><UIGlow>11</UIGlow>Aetheric Burst<UIForeground>01</UIForeground><UIGlow>01</UIGlow> Potency +10%
30% chance to recover TP upon completing a combo with a familiar instinctual skill.
[Suitable for beastkin, vilekin, seedkin, wavekin, scalekin, and ashkin.]",""
194,3,243126,0,"herbal tea simular",0,"herbal tea simulars",0,0,1,0,0,"Herbal Tea Simular","Grants <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Stoneskin<UIGlow>01</UIGlow><UIForeground>01</UIForeground> when summoned by a beastmaster.
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Stoneskin Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Absorbs damage equivalent to 24% of maximum HP
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 60s
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, and ashkin.]",""
195,3,243127,0,"honeycomb simular",0,"honeycomb simulars",0,0,1,0,0,"Honeycomb Simular","Physical Vulnerability -30%
Damage Dealt +10%
30% chance to recover TP upon completing a combo with a familiar instinctual skill.
[Suitable for soulkin.]",""
196,3,243128,0,"orange juice simular",0,"orange juice simulars",0,1,1,0,0,"Orange Juice Simular","Magic Damage Dealt +30%
<UIForeground>02</UIForeground><UIGlow>11</UIGlow>Aetheric Burst<UIForeground>01</UIForeground><UIGlow>01</UIGlow> Potency +15%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, and ashkin.]",""
197,3,243129,0,"grape juice simular",0,"grape juice simulars",0,0,1,0,0,"Grape Juice Simular","Physical Damage Dealt +30%
<UIForeground>02</UIForeground><UIGlow>11</UIGlow>Aetheric Burst<UIForeground>01</UIForeground><UIGlow>01</UIGlow> Potency +50%
Maximum HP -80%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, and ashkin.]",""
198,3,243130,0,"skewer simular",0,"skewer simulars",0,0,1,0,0,"Skewer Simular","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Slow<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +200%
Physical Damage Dealt +50%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, and ashkin.]",""
199,3,243131,0,"pineapple juice simular",0,"pineapple juice simulars",0,0,1,0,0,"Pineapple Juice Simular","<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Slow<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +200%
Magic Damage Dealt +50%
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, scalekin, and ashkin.]",""
200,3,243132,0,"oyster simular",0,"oyster simulars",0,1,1,0,0,"Oyster Simular","Increases <UIForeground>02</UIForeground><UIGlow>11</UIGlow>Familiar TP Gauge<UIForeground>01</UIForeground><UIGlow>01</UIGlow> by 100 upon commencing battle or when summoned by a beastmaster during combat.
[Suitable for cloudkin.]",""
201,3,243133,0,"blue cheese simular",0,"blue cheese simulars",0,0,1,0,0,"Blue Cheese Simular","Deals unaspected damage with a potency of 350 each time your familiar suffers magic damage.
Counter damage is affected by magic damage increase effects of other feed and crucible items, and your familiar's intelligence.
[Suitable for seedkin and wavekin.]",""
202,3,243134,0,"cottage cheese simular",0,"cottage cheese simulars",0,0,1,0,0,"Cottage Cheese Simular","Maximum HP +30%
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Haste<UIGlow>01</UIGlow><UIForeground>01</UIForeground> +15%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Restores 18% of HP upon consumption
30% chance to recover TP upon completing a combo with a familiar instinctual skill.
[Suitable for vilekin.]",""
203,3,243135,0,"lassi simular",0,"lassi simulars",0,0,1,0,0,"Lassi Simular","Maximum HP +30%
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Restores 18% of HP upon consumption
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>Additional Effect:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> Completely restores HP at campsites
[Suitable for beastkin, vilekin, cloudkin, seedkin, wavekin, and scalekin.]",""
204,0,0,0,"",0,"",0,0,1,0,0,"","",""
205,0,0,0,"",0,"",0,0,1,0,0,"","",""
